iter	RMSE
828	7.603674676
829	7.602187908
830	7.601460137
831	7.601254559
832	7.597503638
833	7.595791276
834	7.59482836
835	7.59373863
836	7.59359814
837	7.592612283
838	7.592482504
839	7.591590516
840	7.589693522
841	7.588421388
842	7.587753232
843	7.587332147
844	7.587073743
845	7.586744231
846	7.58569474
847	7.584046042
848	7.583759234
849	7.582522408
850	7.582333816
851	7.581642547
852	7.581180802
853	7.581039503
854	7.580656974
855	7.580341186
856	7.580149253
857	7.580001239
858	7.579081919
859	7.577891179
860	7.576962368
861	7.57629589
862	7.574910104
863	7.574330088
864	7.572131703
865	7.571353086
866	7.570683384
867	7.569738805
868	7.568802089
869	7.56825043
870	7.566597691
871	7.56638733
872	7.565983838
873	7.56597666
874	7.565089912
875	7.564548158
876	7.563516384
877	7.562613695
878	7.561994782
879	7.560536387
880	7.559368955
881	7.559075544
882	7.559050652
883	7.558255972
884	7.556738833
885	7.556419186
886	7.556332535
887	7.555864681
888	7.55522301
889	7.554223124
890	7.552663558
891	7.551806925
892	7.550571336
893	7.549664766
894	7.548826807
895	7.548128164
896	7.54564921
897	7.5449891
898	7.543794385
899	7.543593521
900	7.542559028
901	7.541812156
902	7.540996656
903	7.540655518
904	7.540163628
905	7.539168583
906	7.538711448
907	7.536105909
908	7.535463367
909	7.534906689
910	7.534280952
911	7.533546916
912	7.533064234
913	7.531369425
914	7.530868234
915	7.530040985
916	7.528872388
917	7.528362667
918	7.527382443
919	7.52658382
920	7.526229764
921	7.525038025
922	7.524330801
923	7.523896139
924	7.523101795
925	7.52263312
926	7.521947767
927	7.52163765
928	7.520993604
929	7.519011048
930	7.518684849
931	7.518363865
932	7.517347359
933	7.516449351
934	7.515572556
935	7.514865719
936	7.513676044
937	7.513055863
938	7.511236192
939	7.510398168
940	7.510249281
941	7.509605555
942	7.508818788
943	7.507654454
944	7.506802379
945	7.50497614
946	7.50415909
947	7.503224694
948	7.502451929
949	7.50200081
950	7.501016192
951	7.500082501
952	7.499033734
953	7.498144432
954	7.497179739
955	7.49667146
956	7.495425882
957	7.494530527
958	7.493647995
959	7.493264228
960	7.492437546
961	7.491880666
962	7.491201894
963	7.491065559
964	7.489494703
965	7.488453746
966	7.487848171
967	7.486442137
968	7.485677066
969	7.484485893
970	7.483999993
971	7.483578996
972	7.483282109
973	7.482429432
974	7.482080433
975	7.481302544
976	7.48046634
977	7.479693943
978	7.479152496
979	7.478354239
980	7.47798116
981	7.477561997
982	7.476434504
983	7.47571076
984	7.475011859
985	7.474243788
986	7.472538558
987	7.471044531
988	7.470558077
989	7.469284574
990	7.468046046
991	7.46787404
992	7.467193722
993	7.466687988
994	7.466345186
995	7.464908922
996	7.464399368
997	7.463737732
998	7.462574708
999	7.461245883
