zone,timestamp,price_eur_per_mwh
NO1,2026-03-19T00:00:00+00:00,113.26
NO1,2026-03-19T01:00:00+00:00,113.97
NO1,2026-03-19T02:00:00+00:00,112.32
NO1,2026-03-19T03:00:00+00:00,113.98
NO1,2026-03-19T04:00:00+00:00,115.12
NO1,2026-03-19T05:00:00+00:00,117.47
NO1,2026-03-19T06:00:00+00:00,134.32
NO1,2026-03-19T07:00:00+00:00,128.04
NO1,2026-03-19T08:00:00+00:00,114.05
NO1,2026-03-19T09:00:00+00:00,110.13
NO1,2026-03-19T10:00:00+00:00,108.99
NO1,2026-03-19T11:00:00+00:00,106.28
NO1,2026-03-19T12:00:00+00:00,104.17
NO1,2026-03-19T13:00:00+00:00,103.92
NO1,2026-03-19T14:00:00+00:00,105.41
NO1,2026-03-19T15:00:00+00:00,111.89
NO1,2026-03-19T16:00:00+00:00,116.17
NO1,2026-03-19T17:00:00+00:00,134.34
NO1,2026-03-19T18:00:00+00:00,177.75
NO1,2026-03-19T19:00:00+00:00,135.52
NO1,2026-03-19T20:00:00+00:00,126.93
NO1,2026-03-19T21:00:00+00:00,123.02
NO1,2026-03-19T22:00:00+00:00,119.26
NO1,2026-03-19T23:00:00+00:00,123.71
NO2,2026-03-19T00:00:00+00:00,109.61
NO2,2026-03-19T01:00:00+00:00,110.47
NO2,2026-03-19T02:00:00+00:00,107.13
NO2,2026-03-19T03:00:00+00:00,111.56
NO2,2026-03-19T04:00:00+00:00,113.37
NO2,2026-03-19T05:00:00+00:00,117.97
NO2,2026-03-19T06:00:00+00:00,138.59
NO2,2026-03-19T07:00:00+00:00,132.1
NO2,2026-03-19T08:00:00+00:00,114.7
NO2,2026-03-19T09:00:00+00:00,109.98
NO2,2026-03-19T10:00:00+00:00,108.85
NO2,2026-03-19T11:00:00+00:00,104.96
NO2,2026-03-19T12:00:00+00:00,104.33
NO2,2026-03-19T13:00:00+00:00,104.0
NO2,2026-03-19T14:00:00+00:00,105.39
NO2,2026-03-19T15:00:00+00:00,110.73
NO2,2026-03-19T16:00:00+00:00,115.0
NO2,2026-03-19T17:00:00+00:00,138.07
NO2,2026-03-19T18:00:00+00:00,182.85
NO2,2026-03-19T19:00:00+00:00,139.36
NO2,2026-03-19T20:00:00+00:00,130.4
NO2,2026-03-19T21:00:00+00:00,125.27
NO2,2026-03-19T22:00:00+00:00,120.9
NO2,2026-03-19T23:00:00+00:00,126.32
NO3,2026-03-19T00:00:00+00:00,67.8
NO3,2026-03-19T01:00:00+00:00,67.92
NO3,2026-03-19T02:00:00+00:00,67.39
NO3,2026-03-19T03:00:00+00:00,64.5
NO3,2026-03-19T04:00:00+00:00,57.57
NO3,2026-03-19T05:00:00+00:00,47.46
NO3,2026-03-19T06:00:00+00:00,37.64
NO3,2026-03-19T07:00:00+00:00,36.6
NO3,2026-03-19T08:00:00+00:00,52.45
NO3,2026-03-19T09:00:00+00:00,55.69
NO3,2026-03-19T10:00:00+00:00,56.55
NO3,2026-03-19T11:00:00+00:00,56.46
NO3,2026-03-19T12:00:00+00:00,55.63
NO3,2026-03-19T13:00:00+00:00,54.35
NO3,2026-03-19T14:00:00+00:00,51.58
NO3,2026-03-19T15:00:00+00:00,55.16
NO3,2026-03-19T16:00:00+00:00,58.35
NO3,2026-03-19T17:00:00+00:00,40.08
NO3,2026-03-19T18:00:00+00:00,49.05
NO3,2026-03-19T19:00:00+00:00,41.15
NO3,2026-03-19T20:00:00+00:00,39.77
NO3,2026-03-19T21:00:00+00:00,43.43
NO3,2026-03-19T22:00:00+00:00,46.33
NO3,2026-03-19T23:00:00+00:00,44.33
NO4,2026-03-19T00:00:00+00:00,-14.19
NO4,2026-03-19T01:00:00+00:00,-13.54
NO4,2026-03-19T02:00:00+00:00,-21.21
NO4,2026-03-19T03:00:00+00:00,-12.47
NO4,2026-03-19T04:00:00+00:00,-17.49
NO4,2026-03-19T05:00:00+00:00,-11.8
NO4,2026-03-19T06:00:00+00:00,-8.97
NO4,2026-03-19T07:00:00+00:00,-2.71
NO4,2026-03-19T08:00:00+00:00,-2.71
NO4,2026-03-19T09:00:00+00:00,-2.98
NO4,2026-03-19T10:00:00+00:00,12.58
NO4,2026-03-19T11:00:00+00:00,12.83
NO4,2026-03-19T12:00:00+00:00,13.29
NO4,2026-03-19T13:00:00+00:00,11.48
NO4,2026-03-19T14:00:00+00:00,1.99
NO4,2026-03-19T15:00:00+00:00,-2.71
NO4,2026-03-19T16:00:00+00:00,0.9
NO4,2026-03-19T17:00:00+00:00,2.33
NO4,2026-03-19T18:00:00+00:00,0.9
NO4,2026-03-19T19:00:00+00:00,0.9
NO4,2026-03-19T20:00:00+00:00,2.59
NO4,2026-03-19T21:00:00+00:00,0.9
NO4,2026-03-19T22:00:00+00:00,0.9
NO4,2026-03-19T23:00:00+00:00,0.91
NO5,2026-03-19T00:00:00+00:00,119.05
NO5,2026-03-19T01:00:00+00:00,119.5
NO5,2026-03-19T02:00:00+00:00,120.3
NO5,2026-03-19T03:00:00+00:00,117.9
NO5,2026-03-19T04:00:00+00:00,117.82
NO5,2026-03-19T05:00:00+00:00,116.73
NO5,2026-03-19T06:00:00+00:00,127.86
NO5,2026-03-19T07:00:00+00:00,121.9
NO5,2026-03-19T08:00:00+00:00,113.05
NO5,2026-03-19T09:00:00+00:00,110.38
NO5,2026-03-19T10:00:00+00:00,107.96
NO5,2026-03-19T11:00:00+00:00,106.49
NO5,2026-03-19T12:00:00+00:00,102.93
NO5,2026-03-19T13:00:00+00:00,101.28
NO5,2026-03-19T14:00:00+00:00,104.97
NO5,2026-03-19T15:00:00+00:00,113.91
NO5,2026-03-19T16:00:00+00:00,118.18
NO5,2026-03-19T17:00:00+00:00,127.86
NO5,2026-03-19T18:00:00+00:00,168.86
NO5,2026-03-19T19:00:00+00:00,128.8
NO5,2026-03-19T20:00:00+00:00,120.9
NO5,2026-03-19T21:00:00+00:00,119.04
NO5,2026-03-19T22:00:00+00:00,116.35
NO5,2026-03-19T23:00:00+00:00,119.17
