zone,timestamp,price_eur_per_mwh
NO1,2026-05-05T00:00:00+00:00,114.94
NO1,2026-05-05T01:00:00+00:00,114.48
NO1,2026-05-05T02:00:00+00:00,114.54
NO1,2026-05-05T03:00:00+00:00,118.01
NO1,2026-05-05T04:00:00+00:00,125.52
NO1,2026-05-05T05:00:00+00:00,167.86
NO1,2026-05-05T06:00:00+00:00,162.42
NO1,2026-05-05T07:00:00+00:00,136.8
NO1,2026-05-05T08:00:00+00:00,118.34
NO1,2026-05-05T09:00:00+00:00,114.91
NO1,2026-05-05T10:00:00+00:00,108.15
NO1,2026-05-05T11:00:00+00:00,101.59
NO1,2026-05-05T12:00:00+00:00,97.97
NO1,2026-05-05T13:00:00+00:00,107.52
NO1,2026-05-05T14:00:00+00:00,108.16
NO1,2026-05-05T15:00:00+00:00,115.3
NO1,2026-05-05T16:00:00+00:00,125.1
NO1,2026-05-05T17:00:00+00:00,141.41
NO1,2026-05-05T18:00:00+00:00,154.0
NO1,2026-05-05T19:00:00+00:00,152.05
NO1,2026-05-05T20:00:00+00:00,139.74
NO1,2026-05-05T21:00:00+00:00,117.98
NO1,2026-05-05T22:00:00+00:00,116.24
NO1,2026-05-05T23:00:00+00:00,114.34
NO2,2026-05-05T00:00:00+00:00,114.93
NO2,2026-05-05T01:00:00+00:00,114.47
NO2,2026-05-05T02:00:00+00:00,114.52
NO2,2026-05-05T03:00:00+00:00,117.97
NO2,2026-05-05T04:00:00+00:00,125.51
NO2,2026-05-05T05:00:00+00:00,167.83
NO2,2026-05-05T06:00:00+00:00,162.4
NO2,2026-05-05T07:00:00+00:00,136.8
NO2,2026-05-05T08:00:00+00:00,118.33
NO2,2026-05-05T09:00:00+00:00,114.89
NO2,2026-05-05T10:00:00+00:00,108.15
NO2,2026-05-05T11:00:00+00:00,101.14
NO2,2026-05-05T12:00:00+00:00,94.99
NO2,2026-05-05T13:00:00+00:00,107.52
NO2,2026-05-05T14:00:00+00:00,106.19
NO2,2026-05-05T15:00:00+00:00,115.29
NO2,2026-05-05T16:00:00+00:00,125.05
NO2,2026-05-05T17:00:00+00:00,141.37
NO2,2026-05-05T18:00:00+00:00,153.97
NO2,2026-05-05T19:00:00+00:00,152.01
NO2,2026-05-05T20:00:00+00:00,139.68
NO2,2026-05-05T21:00:00+00:00,117.92
NO2,2026-05-05T22:00:00+00:00,115.92
NO2,2026-05-05T23:00:00+00:00,114.24
NO3,2026-05-05T00:00:00+00:00,73.6
NO3,2026-05-05T01:00:00+00:00,70.2
NO3,2026-05-05T02:00:00+00:00,67.39
NO3,2026-05-05T03:00:00+00:00,60.13
NO3,2026-05-05T04:00:00+00:00,66.83
NO3,2026-05-05T05:00:00+00:00,87.05
NO3,2026-05-05T06:00:00+00:00,100.41
NO3,2026-05-05T07:00:00+00:00,81.22
NO3,2026-05-05T08:00:00+00:00,65.12
NO3,2026-05-05T09:00:00+00:00,62.45
NO3,2026-05-05T10:00:00+00:00,73.62
NO3,2026-05-05T11:00:00+00:00,78.32
NO3,2026-05-05T12:00:00+00:00,72.3
NO3,2026-05-05T13:00:00+00:00,79.04
NO3,2026-05-05T14:00:00+00:00,69.7
NO3,2026-05-05T15:00:00+00:00,80.01
NO3,2026-05-05T16:00:00+00:00,80.23
NO3,2026-05-05T17:00:00+00:00,86.72
NO3,2026-05-05T18:00:00+00:00,102.51
NO3,2026-05-05T19:00:00+00:00,103.35
NO3,2026-05-05T20:00:00+00:00,93.1
NO3,2026-05-05T21:00:00+00:00,77.44
NO3,2026-05-05T22:00:00+00:00,73.51
NO3,2026-05-05T23:00:00+00:00,76.71
NO4,2026-05-05T00:00:00+00:00,32.74
NO4,2026-05-05T01:00:00+00:00,28.55
NO4,2026-05-05T02:00:00+00:00,30.22
NO4,2026-05-05T03:00:00+00:00,36.26
NO4,2026-05-05T04:00:00+00:00,43.98
NO4,2026-05-05T05:00:00+00:00,58.14
NO4,2026-05-05T06:00:00+00:00,77.84
NO4,2026-05-05T07:00:00+00:00,60.83
NO4,2026-05-05T08:00:00+00:00,45.51
NO4,2026-05-05T09:00:00+00:00,41.21
NO4,2026-05-05T10:00:00+00:00,40.31
NO4,2026-05-05T11:00:00+00:00,42.7
NO4,2026-05-05T12:00:00+00:00,37.86
NO4,2026-05-05T13:00:00+00:00,43.42
NO4,2026-05-05T14:00:00+00:00,30.8
NO4,2026-05-05T15:00:00+00:00,24.4
NO4,2026-05-05T16:00:00+00:00,46.91
NO4,2026-05-05T17:00:00+00:00,65.97
NO4,2026-05-05T18:00:00+00:00,81.99
NO4,2026-05-05T19:00:00+00:00,84.69
NO4,2026-05-05T20:00:00+00:00,70.99
NO4,2026-05-05T21:00:00+00:00,48.19
NO4,2026-05-05T22:00:00+00:00,39.0
NO4,2026-05-05T23:00:00+00:00,28.31
NO5,2026-05-05T00:00:00+00:00,114.71
NO5,2026-05-05T01:00:00+00:00,113.72
NO5,2026-05-05T02:00:00+00:00,112.06
NO5,2026-05-05T03:00:00+00:00,110.78
NO5,2026-05-05T04:00:00+00:00,117.71
NO5,2026-05-05T05:00:00+00:00,156.64
NO5,2026-05-05T06:00:00+00:00,153.59
NO5,2026-05-05T07:00:00+00:00,129.12
NO5,2026-05-05T08:00:00+00:00,111.27
NO5,2026-05-05T09:00:00+00:00,108.44
NO5,2026-05-05T10:00:00+00:00,108.15
NO5,2026-05-05T11:00:00+00:00,102.4
NO5,2026-05-05T12:00:00+00:00,102.32
NO5,2026-05-05T13:00:00+00:00,106.01
NO5,2026-05-05T14:00:00+00:00,107.57
NO5,2026-05-05T15:00:00+00:00,111.08
NO5,2026-05-05T16:00:00+00:00,119.33
NO5,2026-05-05T17:00:00+00:00,134.21
NO5,2026-05-05T18:00:00+00:00,146.92
NO5,2026-05-05T19:00:00+00:00,145.34
NO5,2026-05-05T20:00:00+00:00,133.35
NO5,2026-05-05T21:00:00+00:00,112.47
NO5,2026-05-05T22:00:00+00:00,111.05
NO5,2026-05-05T23:00:00+00:00,109.8
