zone,timestamp,price_eur_per_mwh
NO1,2026-03-04T00:00:00+00:00,97.92
NO1,2026-03-04T01:00:00+00:00,98.01
NO1,2026-03-04T02:00:00+00:00,101.91
NO1,2026-03-04T03:00:00+00:00,101.78
NO1,2026-03-04T04:00:00+00:00,103.43
NO1,2026-03-04T05:00:00+00:00,107.61
NO1,2026-03-04T06:00:00+00:00,118.91
NO1,2026-03-04T07:00:00+00:00,128.66
NO1,2026-03-04T08:00:00+00:00,121.97
NO1,2026-03-04T09:00:00+00:00,109.96
NO1,2026-03-04T10:00:00+00:00,100.27
NO1,2026-03-04T11:00:00+00:00,92.46
NO1,2026-03-04T12:00:00+00:00,90.64
NO1,2026-03-04T13:00:00+00:00,91.64
NO1,2026-03-04T14:00:00+00:00,97.02
NO1,2026-03-04T15:00:00+00:00,101.16
NO1,2026-03-04T16:00:00+00:00,107.19
NO1,2026-03-04T17:00:00+00:00,117.19
NO1,2026-03-04T18:00:00+00:00,114.75
NO1,2026-03-04T19:00:00+00:00,114.77
NO1,2026-03-04T20:00:00+00:00,121.29
NO1,2026-03-04T21:00:00+00:00,117.25
NO1,2026-03-04T22:00:00+00:00,107.82
NO1,2026-03-04T23:00:00+00:00,111.15
NO2,2026-03-04T00:00:00+00:00,102.03
NO2,2026-03-04T01:00:00+00:00,102.03
NO2,2026-03-04T02:00:00+00:00,102.03
NO2,2026-03-04T03:00:00+00:00,101.97
NO2,2026-03-04T04:00:00+00:00,103.41
NO2,2026-03-04T05:00:00+00:00,110.59
NO2,2026-03-04T06:00:00+00:00,123.69
NO2,2026-03-04T07:00:00+00:00,133.82
NO2,2026-03-04T08:00:00+00:00,126.77
NO2,2026-03-04T09:00:00+00:00,114.22
NO2,2026-03-04T10:00:00+00:00,100.17
NO2,2026-03-04T11:00:00+00:00,90.57
NO2,2026-03-04T12:00:00+00:00,88.97
NO2,2026-03-04T13:00:00+00:00,91.34
NO2,2026-03-04T14:00:00+00:00,97.0
NO2,2026-03-04T15:00:00+00:00,101.14
NO2,2026-03-04T16:00:00+00:00,109.66
NO2,2026-03-04T17:00:00+00:00,119.76
NO2,2026-03-04T18:00:00+00:00,117.2
NO2,2026-03-04T19:00:00+00:00,117.11
NO2,2026-03-04T20:00:00+00:00,123.87
NO2,2026-03-04T21:00:00+00:00,119.8
NO2,2026-03-04T22:00:00+00:00,109.89
NO2,2026-03-04T23:00:00+00:00,112.76
NO3,2026-03-04T00:00:00+00:00,69.2
NO3,2026-03-04T01:00:00+00:00,67.89
NO3,2026-03-04T02:00:00+00:00,67.49
NO3,2026-03-04T03:00:00+00:00,69.11
NO3,2026-03-04T04:00:00+00:00,61.61
NO3,2026-03-04T05:00:00+00:00,59.93
NO3,2026-03-04T06:00:00+00:00,59.58
NO3,2026-03-04T07:00:00+00:00,64.56
NO3,2026-03-04T08:00:00+00:00,62.77
NO3,2026-03-04T09:00:00+00:00,57.09
NO3,2026-03-04T10:00:00+00:00,69.91
NO3,2026-03-04T11:00:00+00:00,73.62
NO3,2026-03-04T12:00:00+00:00,72.81
NO3,2026-03-04T13:00:00+00:00,65.53
NO3,2026-03-04T14:00:00+00:00,66.3
NO3,2026-03-04T15:00:00+00:00,67.94
NO3,2026-03-04T16:00:00+00:00,55.62
NO3,2026-03-04T17:00:00+00:00,59.97
NO3,2026-03-04T18:00:00+00:00,60.49
NO3,2026-03-04T19:00:00+00:00,62.99
NO3,2026-03-04T20:00:00+00:00,64.0
NO3,2026-03-04T21:00:00+00:00,64.64
NO3,2026-03-04T22:00:00+00:00,64.61
NO3,2026-03-04T23:00:00+00:00,67.4
NO4,2026-03-04T00:00:00+00:00,-7.1
NO4,2026-03-04T01:00:00+00:00,-8.05
NO4,2026-03-04T02:00:00+00:00,2.86
NO4,2026-03-04T03:00:00+00:00,2.74
NO4,2026-03-04T04:00:00+00:00,2.42
NO4,2026-03-04T05:00:00+00:00,13.31
NO4,2026-03-04T06:00:00+00:00,19.48
NO4,2026-03-04T07:00:00+00:00,21.39
NO4,2026-03-04T08:00:00+00:00,22.63
NO4,2026-03-04T09:00:00+00:00,21.87
NO4,2026-03-04T10:00:00+00:00,13.32
NO4,2026-03-04T11:00:00+00:00,8.88
NO4,2026-03-04T12:00:00+00:00,13.32
NO4,2026-03-04T13:00:00+00:00,8.5
NO4,2026-03-04T14:00:00+00:00,7.28
NO4,2026-03-04T15:00:00+00:00,4.96
NO4,2026-03-04T16:00:00+00:00,19.98
NO4,2026-03-04T17:00:00+00:00,22.28
NO4,2026-03-04T18:00:00+00:00,23.54
NO4,2026-03-04T19:00:00+00:00,27.82
NO4,2026-03-04T20:00:00+00:00,25.19
NO4,2026-03-04T21:00:00+00:00,28.75
NO4,2026-03-04T22:00:00+00:00,33.93
NO4,2026-03-04T23:00:00+00:00,28.08
NO5,2026-03-04T00:00:00+00:00,102.32
NO5,2026-03-04T01:00:00+00:00,102.41
NO5,2026-03-04T02:00:00+00:00,101.14
NO5,2026-03-04T03:00:00+00:00,101.25
NO5,2026-03-04T04:00:00+00:00,103.18
NO5,2026-03-04T05:00:00+00:00,101.65
NO5,2026-03-04T06:00:00+00:00,109.65
NO5,2026-03-04T07:00:00+00:00,118.58
NO5,2026-03-04T08:00:00+00:00,112.69
NO5,2026-03-04T09:00:00+00:00,101.72
NO5,2026-03-04T10:00:00+00:00,100.19
NO5,2026-03-04T11:00:00+00:00,95.76
NO5,2026-03-04T12:00:00+00:00,93.56
NO5,2026-03-04T13:00:00+00:00,91.96
NO5,2026-03-04T14:00:00+00:00,96.81
NO5,2026-03-04T15:00:00+00:00,100.92
NO5,2026-03-04T16:00:00+00:00,101.59
NO5,2026-03-04T17:00:00+00:00,111.15
NO5,2026-03-04T18:00:00+00:00,108.95
NO5,2026-03-04T19:00:00+00:00,109.22
NO5,2026-03-04T20:00:00+00:00,115.15
NO5,2026-03-04T21:00:00+00:00,111.66
NO5,2026-03-04T22:00:00+00:00,103.35
NO5,2026-03-04T23:00:00+00:00,106.98
