zone,timestamp,price_eur_per_mwh
NO1,2026-03-12T00:00:00+00:00,93.76
NO1,2026-03-12T01:00:00+00:00,88.07
NO1,2026-03-12T02:00:00+00:00,89.26
NO1,2026-03-12T03:00:00+00:00,90.66
NO1,2026-03-12T04:00:00+00:00,88.53
NO1,2026-03-12T05:00:00+00:00,94.23
NO1,2026-03-12T06:00:00+00:00,103.19
NO1,2026-03-12T07:00:00+00:00,104.43
NO1,2026-03-12T08:00:00+00:00,96.76
NO1,2026-03-12T09:00:00+00:00,89.25
NO1,2026-03-12T10:00:00+00:00,108.44
NO1,2026-03-12T11:00:00+00:00,105.82
NO1,2026-03-12T12:00:00+00:00,100.63
NO1,2026-03-12T13:00:00+00:00,101.83
NO1,2026-03-12T14:00:00+00:00,99.79
NO1,2026-03-12T15:00:00+00:00,106.24
NO1,2026-03-12T16:00:00+00:00,104.3
NO1,2026-03-12T17:00:00+00:00,105.98
NO1,2026-03-12T18:00:00+00:00,107.77
NO1,2026-03-12T19:00:00+00:00,103.86
NO1,2026-03-12T20:00:00+00:00,108.37
NO1,2026-03-12T21:00:00+00:00,102.97
NO1,2026-03-12T22:00:00+00:00,73.9
NO1,2026-03-12T23:00:00+00:00,58.7
NO2,2026-03-12T00:00:00+00:00,94.99
NO2,2026-03-12T01:00:00+00:00,87.1
NO2,2026-03-12T02:00:00+00:00,87.46
NO2,2026-03-12T03:00:00+00:00,89.65
NO2,2026-03-12T04:00:00+00:00,88.44
NO2,2026-03-12T05:00:00+00:00,95.85
NO2,2026-03-12T06:00:00+00:00,105.46
NO2,2026-03-12T07:00:00+00:00,106.47
NO2,2026-03-12T08:00:00+00:00,98.06
NO2,2026-03-12T09:00:00+00:00,88.67
NO2,2026-03-12T10:00:00+00:00,75.06
NO2,2026-03-12T11:00:00+00:00,83.39
NO2,2026-03-12T12:00:00+00:00,83.3
NO2,2026-03-12T13:00:00+00:00,82.83
NO2,2026-03-12T14:00:00+00:00,94.08
NO2,2026-03-12T15:00:00+00:00,78.99
NO2,2026-03-12T16:00:00+00:00,95.28
NO2,2026-03-12T17:00:00+00:00,108.43
NO2,2026-03-12T18:00:00+00:00,109.69
NO2,2026-03-12T19:00:00+00:00,96.83
NO2,2026-03-12T20:00:00+00:00,84.76
NO2,2026-03-12T21:00:00+00:00,77.12
NO2,2026-03-12T22:00:00+00:00,46.31
NO2,2026-03-12T23:00:00+00:00,53.47
NO3,2026-03-12T00:00:00+00:00,50.21
NO3,2026-03-12T01:00:00+00:00,62.24
NO3,2026-03-12T02:00:00+00:00,63.31
NO3,2026-03-12T03:00:00+00:00,63.11
NO3,2026-03-12T04:00:00+00:00,61.44
NO3,2026-03-12T05:00:00+00:00,51.35
NO3,2026-03-12T06:00:00+00:00,52.17
