zone,timestamp,price_eur_per_mwh
NO1,2026-04-05T00:00:00+00:00,63.64
NO1,2026-04-05T01:00:00+00:00,65.01
NO1,2026-04-05T02:00:00+00:00,67.2
NO1,2026-04-05T03:00:00+00:00,70.1
NO1,2026-04-05T04:00:00+00:00,68.51
NO1,2026-04-05T05:00:00+00:00,68.94
NO1,2026-04-05T06:00:00+00:00,71.35
NO1,2026-04-05T07:00:00+00:00,69.71
NO1,2026-04-05T08:00:00+00:00,69.9
NO1,2026-04-05T09:00:00+00:00,72.67
NO1,2026-04-05T10:00:00+00:00,71.12
NO1,2026-04-05T11:00:00+00:00,69.09
NO1,2026-04-05T12:00:00+00:00,67.83
NO1,2026-04-05T13:00:00+00:00,68.21
NO1,2026-04-05T14:00:00+00:00,62.21
NO1,2026-04-05T15:00:00+00:00,69.54
NO1,2026-04-05T16:00:00+00:00,74.14
NO1,2026-04-05T17:00:00+00:00,72.74
NO1,2026-04-05T18:00:00+00:00,94.22
NO1,2026-04-05T19:00:00+00:00,94.5
NO1,2026-04-05T20:00:00+00:00,106.49
NO1,2026-04-05T21:00:00+00:00,100.91
NO1,2026-04-05T22:00:00+00:00,81.98
NO1,2026-04-05T23:00:00+00:00,80.61
NO2,2026-04-05T00:00:00+00:00,36.14
NO2,2026-04-05T01:00:00+00:00,36.72
NO2,2026-04-05T02:00:00+00:00,37.79
NO2,2026-04-05T03:00:00+00:00,38.76
NO2,2026-04-05T04:00:00+00:00,37.55
NO2,2026-04-05T05:00:00+00:00,37.34
NO2,2026-04-05T06:00:00+00:00,38.8
NO2,2026-04-05T07:00:00+00:00,37.11
NO2,2026-04-05T08:00:00+00:00,37.64
NO2,2026-04-05T09:00:00+00:00,37.54
NO2,2026-04-05T10:00:00+00:00,35.45
NO2,2026-04-05T11:00:00+00:00,33.06
NO2,2026-04-05T12:00:00+00:00,31.3
NO2,2026-04-05T13:00:00+00:00,31.58
NO2,2026-04-05T14:00:00+00:00,25.33
NO2,2026-04-05T15:00:00+00:00,33.73
NO2,2026-04-05T16:00:00+00:00,41.02
NO2,2026-04-05T17:00:00+00:00,50.1
NO2,2026-04-05T18:00:00+00:00,71.14
NO2,2026-04-05T19:00:00+00:00,70.96
NO2,2026-04-05T20:00:00+00:00,77.28
NO2,2026-04-05T21:00:00+00:00,90.93
NO2,2026-04-05T22:00:00+00:00,85.38
NO2,2026-04-05T23:00:00+00:00,83.91
NO3,2026-04-05T00:00:00+00:00,47.18
NO3,2026-04-05T01:00:00+00:00,49.64
NO3,2026-04-05T02:00:00+00:00,52.36
NO3,2026-04-05T03:00:00+00:00,53.8
NO3,2026-04-05T04:00:00+00:00,53.34
NO3,2026-04-05T05:00:00+00:00,50.18
NO3,2026-04-05T06:00:00+00:00,50.47
NO3,2026-04-05T07:00:00+00:00,50.06
NO3,2026-04-05T08:00:00+00:00,50.24
NO3,2026-04-05T09:00:00+00:00,50.98
NO3,2026-04-05T10:00:00+00:00,49.95
NO3,2026-04-05T11:00:00+00:00,49.38
NO3,2026-04-05T12:00:00+00:00,48.86
NO3,2026-04-05T13:00:00+00:00,48.41
NO3,2026-04-05T14:00:00+00:00,45.97
NO3,2026-04-05T15:00:00+00:00,49.23
NO3,2026-04-05T16:00:00+00:00,52.26
NO3,2026-04-05T17:00:00+00:00,57.6
NO3,2026-04-05T18:00:00+00:00,68.08
NO3,2026-04-05T19:00:00+00:00,67.18
NO3,2026-04-05T20:00:00+00:00,70.33
NO3,2026-04-05T21:00:00+00:00,70.5
NO3,2026-04-05T22:00:00+00:00,63.29
NO3,2026-04-05T23:00:00+00:00,63.95
NO4,2026-04-05T00:00:00+00:00,20.61
NO4,2026-04-05T01:00:00+00:00,19.28
NO4,2026-04-05T02:00:00+00:00,18.62
NO4,2026-04-05T03:00:00+00:00,19.25
NO4,2026-04-05T04:00:00+00:00,19.04
NO4,2026-04-05T05:00:00+00:00,20.47
NO4,2026-04-05T06:00:00+00:00,21.43
NO4,2026-04-05T07:00:00+00:00,21.56
NO4,2026-04-05T08:00:00+00:00,20.45
NO4,2026-04-05T09:00:00+00:00,19.05
NO4,2026-04-05T10:00:00+00:00,18.08
NO4,2026-04-05T11:00:00+00:00,16.13
NO4,2026-04-05T12:00:00+00:00,15.74
NO4,2026-04-05T13:00:00+00:00,15.6
NO4,2026-04-05T14:00:00+00:00,14.71
NO4,2026-04-05T15:00:00+00:00,16.48
NO4,2026-04-05T16:00:00+00:00,18.52
NO4,2026-04-05T17:00:00+00:00,14.1
NO4,2026-04-05T18:00:00+00:00,8.7
NO4,2026-04-05T19:00:00+00:00,9.22
NO4,2026-04-05T20:00:00+00:00,17.51
NO4,2026-04-05T21:00:00+00:00,12.97
NO4,2026-04-05T22:00:00+00:00,5.26
NO4,2026-04-05T23:00:00+00:00,3.68
NO5,2026-04-05T00:00:00+00:00,93.78
NO5,2026-04-05T01:00:00+00:00,96.62
NO5,2026-04-05T02:00:00+00:00,100.4
NO5,2026-04-05T03:00:00+00:00,104.99
NO5,2026-04-05T04:00:00+00:00,104.99
NO5,2026-04-05T05:00:00+00:00,100.93
NO5,2026-04-05T06:00:00+00:00,103.99
NO5,2026-04-05T07:00:00+00:00,103.99
NO5,2026-04-05T08:00:00+00:00,107.02
NO5,2026-04-05T09:00:00+00:00,110.0
NO5,2026-04-05T10:00:00+00:00,111.07
NO5,2026-04-05T11:00:00+00:00,110.97
NO5,2026-04-05T12:00:00+00:00,110.97
NO5,2026-04-05T13:00:00+00:00,110.01
NO5,2026-04-05T14:00:00+00:00,110.7
NO5,2026-04-05T15:00:00+00:00,108.57
NO5,2026-04-05T16:00:00+00:00,108.0
