zone,timestamp,price_eur_per_mwh
NO1,2026-02-28T00:00:00+00:00,82.12
NO1,2026-02-28T01:00:00+00:00,81.61
NO1,2026-02-28T02:00:00+00:00,77.97
NO1,2026-02-28T03:00:00+00:00,75.37
NO1,2026-02-28T04:00:00+00:00,75.53
NO1,2026-02-28T05:00:00+00:00,75.74
NO1,2026-02-28T06:00:00+00:00,84.29
NO1,2026-02-28T07:00:00+00:00,85.92
NO1,2026-02-28T08:00:00+00:00,86.57
NO1,2026-02-28T09:00:00+00:00,89.11
NO1,2026-02-28T10:00:00+00:00,86.84
NO1,2026-02-28T11:00:00+00:00,84.08
NO1,2026-02-28T12:00:00+00:00,81.01
NO1,2026-02-28T13:00:00+00:00,79.91
NO1,2026-02-28T14:00:00+00:00,79.82
NO1,2026-02-28T15:00:00+00:00,79.86
NO1,2026-02-28T16:00:00+00:00,88.02
NO1,2026-02-28T17:00:00+00:00,94.89
NO1,2026-02-28T18:00:00+00:00,94.05
NO1,2026-02-28T19:00:00+00:00,89.55
NO1,2026-02-28T20:00:00+00:00,86.66
NO1,2026-02-28T21:00:00+00:00,85.2
NO1,2026-02-28T22:00:00+00:00,83.98
NO1,2026-02-28T23:00:00+00:00,81.7
NO2,2026-02-28T00:00:00+00:00,81.19
NO2,2026-02-28T01:00:00+00:00,80.99
NO2,2026-02-28T02:00:00+00:00,76.87
NO2,2026-02-28T03:00:00+00:00,74.63
NO2,2026-02-28T04:00:00+00:00,74.92
NO2,2026-02-28T05:00:00+00:00,75.02
NO2,2026-02-28T06:00:00+00:00,84.08
NO2,2026-02-28T07:00:00+00:00,85.64
NO2,2026-02-28T08:00:00+00:00,85.88
NO2,2026-02-28T09:00:00+00:00,88.54
NO2,2026-02-28T10:00:00+00:00,86.09
NO2,2026-02-28T11:00:00+00:00,83.29
NO2,2026-02-28T12:00:00+00:00,78.27
NO2,2026-02-28T13:00:00+00:00,76.96
NO2,2026-02-28T14:00:00+00:00,76.87
NO2,2026-02-28T15:00:00+00:00,76.89
NO2,2026-02-28T16:00:00+00:00,86.55
NO2,2026-02-28T17:00:00+00:00,95.11
NO2,2026-02-28T18:00:00+00:00,93.83
NO2,2026-02-28T19:00:00+00:00,88.66
NO2,2026-02-28T20:00:00+00:00,84.45
NO2,2026-02-28T21:00:00+00:00,83.26
NO2,2026-02-28T22:00:00+00:00,81.17
NO2,2026-02-28T23:00:00+00:00,78.2
NO3,2026-02-28T00:00:00+00:00,71.71
NO3,2026-02-28T01:00:00+00:00,68.35
NO3,2026-02-28T02:00:00+00:00,69.76
NO3,2026-02-28T03:00:00+00:00,67.94
NO3,2026-02-28T04:00:00+00:00,67.0
NO3,2026-02-28T05:00:00+00:00,68.94
NO3,2026-02-28T06:00:00+00:00,66.39
NO3,2026-02-28T07:00:00+00:00,69.43
NO3,2026-02-28T08:00:00+00:00,74.99
NO3,2026-02-28T09:00:00+00:00,75.63
NO3,2026-02-28T10:00:00+00:00,76.95
NO3,2026-02-28T11:00:00+00:00,75.02
NO3,2026-02-28T12:00:00+00:00,86.43
NO3,2026-02-28T13:00:00+00:00,84.4
NO3,2026-02-28T14:00:00+00:00,84.31
NO3,2026-02-28T15:00:00+00:00,84.79
NO3,2026-02-28T16:00:00+00:00,83.4
NO3,2026-02-28T17:00:00+00:00,76.72
NO3,2026-02-28T18:00:00+00:00,78.12
NO3,2026-02-28T19:00:00+00:00,78.56
NO3,2026-02-28T20:00:00+00:00,85.25
NO3,2026-02-28T21:00:00+00:00,84.06
NO3,2026-02-28T22:00:00+00:00,90.79
NO3,2026-02-28T23:00:00+00:00,92.36
NO4,2026-02-28T00:00:00+00:00,28.11
NO4,2026-02-28T01:00:00+00:00,27.32
NO4,2026-02-28T02:00:00+00:00,26.98
NO4,2026-02-28T03:00:00+00:00,32.29
NO4,2026-02-28T04:00:00+00:00,33.96
NO4,2026-02-28T05:00:00+00:00,37.4
NO4,2026-02-28T06:00:00+00:00,26.55
NO4,2026-02-28T07:00:00+00:00,31.07
NO4,2026-02-28T08:00:00+00:00,34.61
NO4,2026-02-28T09:00:00+00:00,30.94
NO4,2026-02-28T10:00:00+00:00,33.78
NO4,2026-02-28T11:00:00+00:00,35.86
NO4,2026-02-28T12:00:00+00:00,30.23
NO4,2026-02-28T13:00:00+00:00,25.64
NO4,2026-02-28T14:00:00+00:00,26.35
NO4,2026-02-28T15:00:00+00:00,25.31
NO4,2026-02-28T16:00:00+00:00,36.63
NO4,2026-02-28T17:00:00+00:00,47.25
NO4,2026-02-28T18:00:00+00:00,41.55
NO4,2026-02-28T19:00:00+00:00,35.01
NO4,2026-02-28T20:00:00+00:00,26.8
NO4,2026-02-28T21:00:00+00:00,27.93
NO4,2026-02-28T22:00:00+00:00,30.68
NO4,2026-02-28T23:00:00+00:00,15.82
NO5,2026-02-28T00:00:00+00:00,83.77
NO5,2026-02-28T01:00:00+00:00,82.67
NO5,2026-02-28T02:00:00+00:00,79.94
NO5,2026-02-28T03:00:00+00:00,76.62
NO5,2026-02-28T04:00:00+00:00,76.51
NO5,2026-02-28T05:00:00+00:00,76.95
NO5,2026-02-28T06:00:00+00:00,84.51
NO5,2026-02-28T07:00:00+00:00,86.28
NO5,2026-02-28T08:00:00+00:00,87.7
NO5,2026-02-28T09:00:00+00:00,90.0
NO5,2026-02-28T10:00:00+00:00,88.08
NO5,2026-02-28T11:00:00+00:00,85.41
NO5,2026-02-28T12:00:00+00:00,85.96
NO5,2026-02-28T13:00:00+00:00,85.05
NO5,2026-02-28T14:00:00+00:00,84.97
NO5,2026-02-28T15:00:00+00:00,84.97
NO5,2026-02-28T16:00:00+00:00,90.58
NO5,2026-02-28T17:00:00+00:00,94.34
NO5,2026-02-28T18:00:00+00:00,94.34
NO5,2026-02-28T19:00:00+00:00,91.08
NO5,2026-02-28T20:00:00+00:00,90.6
NO5,2026-02-28T21:00:00+00:00,88.54
NO5,2026-02-28T22:00:00+00:00,88.66
NO5,2026-02-28T23:00:00+00:00,87.86
