zone,timestamp,price_eur_per_mwh
NO1,2026-04-25T00:00:00+00:00,93.63
NO1,2026-04-25T01:00:00+00:00,93.63
NO1,2026-04-25T02:00:00+00:00,89.92
NO1,2026-04-25T03:00:00+00:00,90.03
NO1,2026-04-25T04:00:00+00:00,94.84
NO1,2026-04-25T05:00:00+00:00,93.34
NO1,2026-04-25T06:00:00+00:00,82.94
NO1,2026-04-25T07:00:00+00:00,42.64
NO1,2026-04-25T08:00:00+00:00,42.77
NO1,2026-04-25T09:00:00+00:00,32.43
NO1,2026-04-25T10:00:00+00:00,24.4
NO1,2026-04-25T11:00:00+00:00,7.01
NO1,2026-04-25T12:00:00+00:00,6.89
NO1,2026-04-25T13:00:00+00:00,6.77
NO1,2026-04-25T14:00:00+00:00,16.99
NO1,2026-04-25T15:00:00+00:00,36.28
NO1,2026-04-25T16:00:00+00:00,43.42
NO1,2026-04-25T17:00:00+00:00,81.77
NO1,2026-04-25T18:00:00+00:00,93.66
NO1,2026-04-25T19:00:00+00:00,92.84
NO1,2026-04-25T20:00:00+00:00,91.66
NO1,2026-04-25T21:00:00+00:00,94.6
NO1,2026-04-25T22:00:00+00:00,91.72
NO1,2026-04-25T23:00:00+00:00,87.9
NO2,2026-04-25T00:00:00+00:00,91.87
NO2,2026-04-25T01:00:00+00:00,88.77
NO2,2026-04-25T02:00:00+00:00,80.92
NO2,2026-04-25T03:00:00+00:00,81.91
NO2,2026-04-25T04:00:00+00:00,87.24
NO2,2026-04-25T05:00:00+00:00,85.68
NO2,2026-04-25T06:00:00+00:00,62.0
NO2,2026-04-25T07:00:00+00:00,33.33
NO2,2026-04-25T08:00:00+00:00,32.59
NO2,2026-04-25T09:00:00+00:00,26.08
NO2,2026-04-25T10:00:00+00:00,22.56
NO2,2026-04-25T11:00:00+00:00,12.76
NO2,2026-04-25T12:00:00+00:00,13.09
NO2,2026-04-25T13:00:00+00:00,13.87
NO2,2026-04-25T14:00:00+00:00,16.2
NO2,2026-04-25T15:00:00+00:00,26.51
NO2,2026-04-25T16:00:00+00:00,33.18
NO2,2026-04-25T17:00:00+00:00,71.46
NO2,2026-04-25T18:00:00+00:00,81.07
NO2,2026-04-25T19:00:00+00:00,86.05
NO2,2026-04-25T20:00:00+00:00,83.6
NO2,2026-04-25T21:00:00+00:00,79.05
NO2,2026-04-25T22:00:00+00:00,82.66
NO2,2026-04-25T23:00:00+00:00,84.23
NO3,2026-04-25T00:00:00+00:00,56.95
NO3,2026-04-25T01:00:00+00:00,71.37
NO3,2026-04-25T02:00:00+00:00,86.22
NO3,2026-04-25T03:00:00+00:00,83.17
NO3,2026-04-25T04:00:00+00:00,86.25
NO3,2026-04-25T05:00:00+00:00,86.28
NO3,2026-04-25T06:00:00+00:00,73.39
NO3,2026-04-25T07:00:00+00:00,30.71
NO3,2026-04-25T08:00:00+00:00,27.75
NO3,2026-04-25T09:00:00+00:00,19.74
NO3,2026-04-25T10:00:00+00:00,16.91
NO3,2026-04-25T11:00:00+00:00,10.35
NO3,2026-04-25T12:00:00+00:00,10.16
NO3,2026-04-25T13:00:00+00:00,9.69
NO3,2026-04-25T14:00:00+00:00,12.71
NO3,2026-04-25T15:00:00+00:00,24.75
NO3,2026-04-25T16:00:00+00:00,30.55
NO3,2026-04-25T17:00:00+00:00,56.35
NO3,2026-04-25T18:00:00+00:00,56.9
NO3,2026-04-25T19:00:00+00:00,52.0
NO3,2026-04-25T20:00:00+00:00,55.85
NO3,2026-04-25T21:00:00+00:00,74.18
NO3,2026-04-25T22:00:00+00:00,78.03
NO3,2026-04-25T23:00:00+00:00,73.67
NO4,2026-04-25T00:00:00+00:00,-2.75
NO4,2026-04-25T01:00:00+00:00,-10.01
NO4,2026-04-25T02:00:00+00:00,-18.18
NO4,2026-04-25T03:00:00+00:00,-16.62
NO4,2026-04-25T04:00:00+00:00,-12.61
NO4,2026-04-25T05:00:00+00:00,-12.59
NO4,2026-04-25T06:00:00+00:00,-9.01
NO4,2026-04-25T07:00:00+00:00,3.65
NO4,2026-04-25T08:00:00+00:00,4.4
NO4,2026-04-25T09:00:00+00:00,4.88
NO4,2026-04-25T10:00:00+00:00,3.67
NO4,2026-04-25T11:00:00+00:00,0.89
NO4,2026-04-25T12:00:00+00:00,0.77
NO4,2026-04-25T13:00:00+00:00,0.73
NO4,2026-04-25T14:00:00+00:00,2.08
NO4,2026-04-25T15:00:00+00:00,2.55
NO4,2026-04-25T16:00:00+00:00,2.29
NO4,2026-04-25T17:00:00+00:00,0.3
NO4,2026-04-25T18:00:00+00:00,2.29
NO4,2026-04-25T19:00:00+00:00,1.33
NO4,2026-04-25T20:00:00+00:00,2.08
NO4,2026-04-25T21:00:00+00:00,-1.89
NO4,2026-04-25T22:00:00+00:00,7.15
NO4,2026-04-25T23:00:00+00:00,4.55
NO5,2026-04-25T00:00:00+00:00,92.68
NO5,2026-04-25T01:00:00+00:00,90.92
NO5,2026-04-25T02:00:00+00:00,84.83
NO5,2026-04-25T03:00:00+00:00,85.46
NO5,2026-04-25T04:00:00+00:00,90.57
NO5,2026-04-25T05:00:00+00:00,89.03
NO5,2026-04-25T06:00:00+00:00,79.08
NO5,2026-04-25T07:00:00+00:00,88.78
NO5,2026-04-25T08:00:00+00:00,89.04
NO5,2026-04-25T09:00:00+00:00,89.15
NO5,2026-04-25T10:00:00+00:00,86.47
NO5,2026-04-25T11:00:00+00:00,80.19
NO5,2026-04-25T12:00:00+00:00,80.19
NO5,2026-04-25T13:00:00+00:00,79.42
NO5,2026-04-25T14:00:00+00:00,79.51
NO5,2026-04-25T15:00:00+00:00,89.08
NO5,2026-04-25T16:00:00+00:00,93.11
NO5,2026-04-25T17:00:00+00:00,92.97
NO5,2026-04-25T18:00:00+00:00,93.34
NO5,2026-04-25T19:00:00+00:00,92.97
NO5,2026-04-25T20:00:00+00:00,91.94
NO5,2026-04-25T21:00:00+00:00,93.4
NO5,2026-04-25T22:00:00+00:00,90.33
NO5,2026-04-25T23:00:00+00:00,86.55
