zone,timestamp,price_eur_per_mwh
NO1,2026-03-08T00:00:00+00:00,112.2
NO1,2026-03-08T01:00:00+00:00,113.99
NO1,2026-03-08T02:00:00+00:00,112.21
NO1,2026-03-08T03:00:00+00:00,112.05
NO1,2026-03-08T04:00:00+00:00,112.34
NO1,2026-03-08T05:00:00+00:00,116.77
NO1,2026-03-08T06:00:00+00:00,113.96
NO1,2026-03-08T07:00:00+00:00,109.55
NO1,2026-03-08T08:00:00+00:00,105.49
NO1,2026-03-08T09:00:00+00:00,101.84
NO1,2026-03-08T10:00:00+00:00,96.16
NO1,2026-03-08T11:00:00+00:00,96.52
NO1,2026-03-08T12:00:00+00:00,96.59
NO1,2026-03-08T13:00:00+00:00,96.28
NO1,2026-03-08T14:00:00+00:00,98.94
NO1,2026-03-08T15:00:00+00:00,103.51
NO1,2026-03-08T16:00:00+00:00,109.76
NO1,2026-03-08T17:00:00+00:00,126.55
NO1,2026-03-08T18:00:00+00:00,130.38
NO1,2026-03-08T19:00:00+00:00,124.48
NO1,2026-03-08T20:00:00+00:00,121.13
NO1,2026-03-08T21:00:00+00:00,117.92
NO1,2026-03-08T22:00:00+00:00,110.8
NO1,2026-03-08T23:00:00+00:00,108.29
NO2,2026-03-08T00:00:00+00:00,114.39
NO2,2026-03-08T01:00:00+00:00,116.3
NO2,2026-03-08T02:00:00+00:00,114.26
NO2,2026-03-08T03:00:00+00:00,114.18
NO2,2026-03-08T04:00:00+00:00,114.55
NO2,2026-03-08T05:00:00+00:00,119.1
NO2,2026-03-08T06:00:00+00:00,119.96
NO2,2026-03-08T07:00:00+00:00,111.51
NO2,2026-03-08T08:00:00+00:00,106.64
NO2,2026-03-08T09:00:00+00:00,102.91
NO2,2026-03-08T10:00:00+00:00,96.14
NO2,2026-03-08T11:00:00+00:00,96.49
NO2,2026-03-08T12:00:00+00:00,96.48
NO2,2026-03-08T13:00:00+00:00,96.46
NO2,2026-03-08T14:00:00+00:00,99.89
NO2,2026-03-08T15:00:00+00:00,103.0
NO2,2026-03-08T16:00:00+00:00,110.76
NO2,2026-03-08T17:00:00+00:00,128.7
NO2,2026-03-08T18:00:00+00:00,132.46
NO2,2026-03-08T19:00:00+00:00,126.58
NO2,2026-03-08T20:00:00+00:00,123.26
NO2,2026-03-08T21:00:00+00:00,120.09
NO2,2026-03-08T22:00:00+00:00,112.9
NO2,2026-03-08T23:00:00+00:00,109.58
NO3,2026-03-08T00:00:00+00:00,65.94
NO3,2026-03-08T01:00:00+00:00,65.21
NO3,2026-03-08T02:00:00+00:00,67.43
NO3,2026-03-08T03:00:00+00:00,66.51
NO3,2026-03-08T04:00:00+00:00,65.35
NO3,2026-03-08T05:00:00+00:00,67.53
NO3,2026-03-08T06:00:00+00:00,65.32
NO3,2026-03-08T07:00:00+00:00,68.84
NO3,2026-03-08T08:00:00+00:00,69.78
NO3,2026-03-08T09:00:00+00:00,70.69
NO3,2026-03-08T10:00:00+00:00,76.51
NO3,2026-03-08T11:00:00+00:00,74.81
NO3,2026-03-08T12:00:00+00:00,72.73
NO3,2026-03-08T13:00:00+00:00,72.93
NO3,2026-03-08T14:00:00+00:00,74.11
NO3,2026-03-08T15:00:00+00:00,82.79
NO3,2026-03-08T16:00:00+00:00,84.39
NO3,2026-03-08T17:00:00+00:00,80.62
NO3,2026-03-08T18:00:00+00:00,83.86
NO3,2026-03-08T19:00:00+00:00,78.69
NO3,2026-03-08T20:00:00+00:00,75.31
NO3,2026-03-08T21:00:00+00:00,72.44
NO3,2026-03-08T22:00:00+00:00,67.01
NO3,2026-03-08T23:00:00+00:00,74.15
NO4,2026-03-08T00:00:00+00:00,25.34
NO4,2026-03-08T01:00:00+00:00,22.67
NO4,2026-03-08T02:00:00+00:00,18.34
NO4,2026-03-08T03:00:00+00:00,21.8
NO4,2026-03-08T04:00:00+00:00,22.47
NO4,2026-03-08T05:00:00+00:00,20.8
NO4,2026-03-08T06:00:00+00:00,25.74
NO4,2026-03-08T07:00:00+00:00,26.81
NO4,2026-03-08T08:00:00+00:00,21.34
NO4,2026-03-08T09:00:00+00:00,18.21
NO4,2026-03-08T10:00:00+00:00,20.04
NO4,2026-03-08T11:00:00+00:00,19.96
NO4,2026-03-08T12:00:00+00:00,21.05
NO4,2026-03-08T13:00:00+00:00,23.51
NO4,2026-03-08T14:00:00+00:00,17.9
NO4,2026-03-08T15:00:00+00:00,29.09
NO4,2026-03-08T16:00:00+00:00,15.0
NO4,2026-03-08T17:00:00+00:00,24.85
NO4,2026-03-08T18:00:00+00:00,35.73
NO4,2026-03-08T19:00:00+00:00,35.81
NO4,2026-03-08T20:00:00+00:00,35.81
NO4,2026-03-08T21:00:00+00:00,35.81
NO4,2026-03-08T22:00:00+00:00,35.8
NO4,2026-03-08T23:00:00+00:00,23.41
NO5,2026-03-08T00:00:00+00:00,107.65
NO5,2026-03-08T01:00:00+00:00,109.22
NO5,2026-03-08T02:00:00+00:00,107.98
NO5,2026-03-08T03:00:00+00:00,107.76
NO5,2026-03-08T04:00:00+00:00,107.66
NO5,2026-03-08T05:00:00+00:00,112.19
