station_id,name,river,lat,lon,source
17.1.0,Nedre Tokevatn,Kragerøvassdraget,59.03344,9.19719,HYDAPI
17.10.0,Dalsfoss ndf.,Kragerøvassdraget,58.96404,9.32025,HYDAPI
17.11.0,Farsjø,Kragerøvassdraget,58.94118,9.33015,HYDAPI
17.12.0,Homtjønn,Løkanbekken,59.17053,8.65397,HYDAPI
17.13.0,Nedre Tokevatn,Kragerøvassdraget,58.98133,9.24908,HYDAPI
17.14.0,Lundereid,Kragerøvassdraget,58.97667,9.29601,HYDAPI
17.6.0,Dalsfoss,Kragerøvassdraget,58.96667,9.31057,HYDAPI
17.7.0,Nedre Tokevatn,Kragerøvassdraget,59.03342,9.19722,HYDAPI
17.9.0,Dalsfoss,Kragerøvassdraget,58.96676,9.31057,HYDAPI
18.1.0,Lundevatn,Vegårsvassdraget,58.66859,8.97759,HYDAPI
18.10.0,Gjerstad,Gjerstadvassdraget,58.88343,9.03313,HYDAPI
18.11.0,Tjellingtjernbekk,Gjerstadvassdraget,58.93208,8.85938,HYDAPI
18.12.0,Skardavatn,Leivasselva,58.76119,9.26652,HYDAPI
18.13.0,Storelva v/Angelstad,Vegårsvassdraget,58.64199,8.90556,HYDAPI
18.2.0,Lundestrømmen,Vegårsvassdraget,58.66859,8.97966,HYDAPI
18.3.0,Songevatn,Vegårsvassdraget,58.66948,8.98052,HYDAPI
18.4.0,Lundevann,Vegårsvassdraget,58.66821,8.97779,HYDAPI
18.5.0,Lundevann ndf.,KYSTFELT,58.67011,8.98276,HYDAPI
18.6.0,Ubergelv,Vegårsvassdraget,58.65181,8.84694,HYDAPI
18.7.0,Ubergvatn,Vegårsvassdraget,58.65323,8.8468,HYDAPI
18.8.0,Ubergelv,Vegårsvassdraget,58.65271,8.84629,HYDAPI
18.9.0,Vegår,Vegårsvassdraget,58.78352,8.82789,HYDAPI
19.1.0,Bøylestadevja,Arendalsvassdraget,58.57523,8.70628,HYDAPI
19.100.0,Nisser,Arendalsvassdraget,59.01744,8.52141,HYDAPI
19.103.0,Naper,Frostdøl,59.16613,8.33485,HYDAPI
19.104.0,Songedalsåi,Songedalsåi,59.29987,7.98507,HYDAPI
19.105.0,Kjørull,Arendalsvassdraget,58.96272,8.54043,HYDAPI
19.106.0,Ulvsvatn,Bondøl,59.22902,7.83946,HYDAPI
19.107.0,Lilleelv,Lilleelva,58.43536,8.70269,HYDAPI
19.126.0,Gjermundnes,Arendalsvassdraget,58.74599,8.46467,HYDAPI
19.127.0,Rygene total,Arendalsvassdraget,58.41074,8.67014,HYDAPI
19.129.0,Nelaug,Arendalsvassdraget,58.65583,8.61944,HYDAPI
19.13.0,Gjøv ndf. Gjevden,Gjøv,58.958,8.17328,HYDAPI
19.130.0,Gjøv ndf. Jørundland kraftstasjon,Gjøv,58.89792,8.2474,HYDAPI
19.131.0,Gjøv v/Mjåland bru,Gjøv,58.88917,8.26727,HYDAPI
19.132.0,Jørundland kraftstasjon,Gjøv,58.89902,8.24639,HYDAPI
19.133.0,Nidelva v/Evenstad kraftstasjon,Arendalsvassdraget,58.54326,8.67391,HYDAPI
19.134.0,Vråvatn utløp,Arendalsvassdraget,59.31883,8.43285,HYDAPI
19.135.0,Finndøla kraftstasjon,Fyresdalsåna,59.18956,8.05519,HYDAPI
19.136.0,Fyresdalsåna ndf. Fyresvatn,Fyresdalsåna,59.00597,8.27523,HYDAPI
19.137.0,Nidelva v/Nisserdam kraftstasjon,Arendalsvassdraget,59.0179,8.52489,HYDAPI
19.138.0,Dynjanfoss kraftstasjon,Fyresdalsåna,58.95034,8.37113,HYDAPI
19.139.0,Nidelva v/Nelaug dam,Arendalsvassdraget,58.65908,8.62257,HYDAPI
19.140.0,Nidelva v/Rykene kraftstasjon,Arendalsvassdraget,58.40542,8.63792,HYDAPI
19.141.0,Skafså kraftstasjon II,Arendalsvassdraget,59.35663,8.17636,HYDAPI
19.142.0,Vm Gravå,Fyresdalsåna,59.2331,8.03535,HYDAPI
19.142.1,Gravå rør 1,Fyresdalsåna,59.24071,8.02884,HYDAPI
19.142.2,Gbr 2 Gravå,Fyresdalsåna,59.24615,8.03078,HYDAPI
19.142.3,Gbr 3 Gravå,Fyresdalsåna,59.24677,8.03402,HYDAPI
19.142.4,Gbr 4 Gravå,Fyresdalsåna,59.24715,8.03013,HYDAPI
19.142.5,Gravå rør 5,Fyresdalsåna,59.25106,8.03057,HYDAPI
19.142.6,Gbr 6 Gravå,Fyresdalsåna,59.2473,8.0411,HYDAPI
19.142.8,"Gravå, lufttemperatur",Songedalsåi,59.24687,8.04206,HYDAPI
19.143.1,Raudåna rør 1,Arendalsvassdraget,58.96854,8.50458,HYDAPI
19.143.2,Raudåna rør 2,Arendalsvassdraget,58.97559,8.48592,HYDAPI
19.143.3,Raudåna rør 3,Arendalsvassdraget,58.97515,8.46759,HYDAPI
19.143.5,Raudåna rør 5,Arendalsvassdraget,58.97611,8.44531,HYDAPI
19.143.6,Raudåna rør 6,Arendalsvassdraget,58.97605,8.43376,HYDAPI
19.143.7,Raudåna rør 7,Arendalsvassdraget,58.97541,8.41629,HYDAPI
19.143.8,Gbr Dal v/Raudåna,Arendalsvassdraget,58.9681,8.5135,HYDAPI
19.143.9,Vm Raudåna,Arendalsvassdraget,58.9679,8.50707,HYDAPI
19.144.0,Vm Stigvassåi,Stigvasselva,58.74923,8.51553,HYDAPI
19.144.2,Stigvassåi rør 2,Stigvasselva,58.76781,8.53479,HYDAPI
19.144.3,Stigvassåi rør 3,Stigvasselva,58.76205,8.54467,HYDAPI
19.144.4,Stigvassåi rør 4,Stigvasselva,58.76788,8.55424,HYDAPI
19.144.5,Stigvassåi rør 5,Stigvasselva,58.75549,8.54144,HYDAPI
19.144.6,Stigvassåi rør 6,Stigvasselva,58.75111,8.51287,HYDAPI
19.144.7,Stigvassåi rør 7,Stigvasselva,58.76011,8.54008,HYDAPI
19.144.9,"Stigvassåi, rør 9",Stigvasselva,58.75106,8.51434,HYDAPI
19.16.0,Rossøy,Arendalsvassdraget,58.40701,8.60843,HYDAPI
19.18.0,Buodden,Arendalsvassdraget,58.40441,8.63926,HYDAPI
19.2.0,Glomsfoss,Fyresdalsåna,59.00863,8.26894,HYDAPI
19.21.0,Monsåi v/Gåttstøl,Arendalsvassdraget,59.36716,7.87327,HYDAPI
19.23.0,Nisser,Arendalsvassdraget,59.01841,8.52195,HYDAPI
19.241.0,Øysæ ndf.,Bondøl,59.2543,7.80797,HYDAPI
19.25.0,Fyresvatn,Fyresdalsåna,59.01627,8.27066,HYDAPI
19.250.0,Reddalsåni,Landvikelva,58.3502,8.44919,HYDAPI
19.26.0,Nesvatn ndf.,Gjøv,58.96485,8.09264,HYDAPI
19.27.0,Drangsvatn,Fyresdalsåna,58.98415,8.30962,HYDAPI
19.29.0,Aamfoss,Arendalsvassdraget,58.77032,8.48591,HYDAPI
19.3.0,Fyresvatn,Fyresdalsåna,59.01539,8.27416,HYDAPI
19.31.0,Fyresvatn,Fyresdalsåna,59.01584,8.27415,HYDAPI
19.34.0,Haukerhølen,Arendalsvassdraget,59.00224,8.54077,HYDAPI
19.35.0,Tveitsund,Arendalsvassdraget,59.01291,8.51103,HYDAPI
19.36.0,Evenstad,Arendalsvassdraget,58.54281,8.67392,HYDAPI
19.37.0,Nelaug ovf.,Arendalsvassdraget,58.65906,8.62512,HYDAPI
19.39.0,Bøylefoss,Arendalsvassdraget,58.59591,8.71647,HYDAPI
19.40.0,Lunde Mølle,Arendalsvassdraget,58.40532,8.64439,HYDAPI
19.41.0,Vråvatn,Arendalsvassdraget,59.32059,8.4246,HYDAPI
19.46.0,Tveitsund,Arendalsvassdraget,59.01923,8.52055,HYDAPI
19.5.0,Nesvatn,Gjøv,58.96574,8.09088,HYDAPI
19.51.0,Drang,Fyresdalsåna,58.99832,8.27278,HYDAPI
19.52.0,Haugsjå,Fyresdalsåna,58.95894,8.47149,HYDAPI
19.53.0,Fjalestad,Litleåi,59.16158,8.39614,HYDAPI
19.55.0,Jørundland,Gjøv,58.89677,8.24857,HYDAPI
19.57.0,Underberg bru,Arendalsvassdraget,59.37403,8.04302,HYDAPI
19.58.0,Borsæ,Arendalsvassdraget,59.38034,7.82634,HYDAPI
19.59.0,Bordsæ bru,Arendalsvassdraget,59.37601,7.83673,HYDAPI
19.6.0,Refnes bru,KYSTFELT,58.44508,8.74506,HYDAPI
19.60.0,Langkvernhusfoss,Arendalsvassdraget,59.36119,8.07153,HYDAPI
19.61.0,Tovslielva ndf. Birtevatn,Tovsliåni,59.06103,7.98262,HYDAPI
19.62.0,Urvatn,Arendalsvassdraget,59.40673,7.71973,HYDAPI
19.63.0,Finndøla,Fyresdalsåna,59.22968,8.07686,HYDAPI
19.64.0,Nesvatn ovf.,Gjøv,58.96536,8.09176,HYDAPI
19.66.0,Skåltjern,Bondøl,59.24334,7.87313,HYDAPI
19.67.0,Dalanfoss,Frostdøl,59.15022,8.3832,HYDAPI
19.68.0,Torsdalsmagasinet,Fyresdalsåna,59.20366,7.7582,HYDAPI
19.7.0,Torsdalsmagasinet,Fyresdalsåna,59.20321,7.75804,HYDAPI
19.70.0,Torsdalen ndf.,Fyresdalsåna,59.20242,7.75999,HYDAPI
19.71.0,Landak,Horgevikåi,59.25765,8.4076,HYDAPI
19.72.0,Jørundland,Gjøv,58.89454,8.25122,HYDAPI
19.73.0,Kilåi bru,Kilåi,59.00204,8.29921,HYDAPI
19.75.0,Nisser ndf.,Arendalsvassdraget,59.01079,8.54588,HYDAPI
19.76.0,Tovsliøytjønn,Gjøv,59.06934,8.0114,HYDAPI
19.77.0,Horgevikåi,Horgevikåi,59.26204,8.37192,HYDAPI
19.78.0,Grytå,Grytåi,59.17244,8.34414,HYDAPI
19.79.0,Gravå,Fyresdalsåna,59.23484,8.03641,HYDAPI
19.80.0,Stigvassåi,Stigvasselva,58.74981,8.51559,HYDAPI
19.81.0,Skredvatn,Arendalsvassdraget,59.34721,8.13868,HYDAPI
19.82.0,Rauåna,Arendalsvassdraget,58.96851,8.50818,HYDAPI
19.83.0,Rolleivstadvatn,Gjuvåni,59.24451,8.14483,HYDAPI
19.84.0,Napevatn,Frostdøl,59.16309,8.33805,HYDAPI
19.85.0,Lytingsvatn,Borstadåi,59.19642,8.37277,HYDAPI
19.86.0,Øysæ,Bondøl,59.25816,7.81374,HYDAPI
19.87.0,Votna,Fyresdalsåna,59.20396,7.93452,HYDAPI
19.88.0,Gausvatn,Gausåni,59.18981,8.01842,HYDAPI
19.89.0,Skornetten,Arendalsvassdraget,59.16281,8.56333,HYDAPI
19.91.0,Åbogstjønn ndf.,Kilåi,59.05819,8.3029,HYDAPI
19.92.0,Tjønnstronda,Heimdøl,59.06055,8.62468,HYDAPI
19.93.0,Årak,Arendalsvassdraget,59.03988,8.51936,HYDAPI
19.94.0,Åbogstjønn ovf.,Kilåi,59.05818,8.29854,HYDAPI
19.96.0,Storgama ovf.,Heimdøl,59.05231,8.65362,HYDAPI
19.98.0,Nelaug,Arendalsvassdraget,58.66212,8.62023,HYDAPI
19.99.0,Vråvatn,Arendalsvassdraget,59.3189,8.43341,HYDAPI
2.102.0,Gjende,Sjoa,61.49502,8.8069,HYDAPI
2.103.0,Memurubre. Nedre hytte.,Muru,61.5334,8.51106,HYDAPI
2.1049.0,Øyberget kraftstasjon,Otta,61.9154,8.10324,HYDAPI
2.105.0,A. Memurubre. Øvre hytte,Muru,61.55855,8.51443,HYDAPI
2.1050.0,Framrusti kraftstasjon,Otta,61.94668,7.90514,HYDAPI
2.1051.0,Otta 4 km ndf. Øyberget kraftstasjon,Otta,61.90345,8.18402,HYDAPI
2.1093.0,Vinsteråne ndf. Vinstre,Vinstra,61.35278,9.0703,HYDAPI
2.1094.0,Innløp Øvre Heimdalsvatn/Brurskardbekken,Hinøgla,61.42916,8.83964,HYDAPI
2.1095.0,Brurskardbekken 1116 m o.h.,Hinøgla,61.43217,8.83302,HYDAPI
2.1096.0,Brurskardbekken 1200 m o.h.,Hinøgla,61.43506,8.83487,HYDAPI
2.1097.0,Utløp Brurskardtjønn 1301 m o.h,Hinøgla,61.44575,8.83882,HYDAPI
2.1098.0,Tilløpsbekk til Brurskardtj. 1351 m o.h.,Hinøgla,61.45354,8.85094,HYDAPI
2.1099.0,Høyvatnelvi ovf. Bøvre,Høya,61.66806,8.1308,HYDAPI
2.1109.0,Storbreagrove,Leira,61.58979,8.17755,HYDAPI
2.1110.0,Leira v/inngang Leridalen,Leira,61.65976,8.18264,HYDAPI
2.1127.0,Rådåe,Vorma-Lågen,62.0175,9.21313,HYDAPI
2.1128.0,Leina v/Furumo kulvert E6,Vorma-Lågen,62.01289,9.20827,HYDAPI
2.1134.1,Dovre rør 1,Vorma-Lågen,62.01715,9.21554,HYDAPI
2.1134.2,Dovre rør 2,Vorma-Lågen,62.02045,9.22447,HYDAPI
2.1135.1,Heidal rør,Trykju,61.75317,9.32185,HYDAPI
2.1136.1,Grotli rør,Otta,62.01326,7.81939,HYDAPI
2.1136.2,Grotli rør 2,Otta,62.01365,7.81651,HYDAPI
2.1141.1,Otta v/Haugalykkja rør 1,Otta,61.76671,9.48905,HYDAPI
2.1142.1,Otta v/Haugalykkja rør 2,Otta,61.76735,9.48791,HYDAPI
2.12.0,Nedre Sjodalsvatn,Sjoa,61.54837,8.93451,HYDAPI
2.1230.1,Bismo rør 1,Otta,61.88498,8.24989,HYDAPI
2.1230.2,Bismo rør 2,Otta,61.8796,8.25794,HYDAPI
2.1230.3,Bismo rør 3,Otta,61.8786,8.27631,HYDAPI
2.1231.0,Otta v/Bismo 1,Otta,61.88678,8.25086,HYDAPI
2.1232.0,Otta v/Bismo 2,Otta,61.8776,8.27084,HYDAPI
2.1235.0,Rosten total,Vorma-Lågen,61.85858,9.40477,HYDAPI
2.128.0,Vålåsjø,Folla,62.17591,9.42476,HYDAPI
2.13.0,Nedre Sjodalsvatn,Sjoa,61.56064,8.91856,HYDAPI
2.143.0,Lårgård bru,Vorma-Lågen,61.84953,9.42593,HYDAPI
2.147.0,Breiddalsvatn ndf.,Otta,62.00856,7.62908,HYDAPI
2.148.0,Vågåvatn,Otta,61.85105,8.89776,HYDAPI
2.149.0,Vågåmo,Otta,61.8681,9.10302,HYDAPI
2.15.0,Breiddalsvatn ndf.,Otta,62.00504,7.63749,HYDAPI
2.150.0,Lalm,Otta,61.8167,9.27365,HYDAPI
2.151.0,Aura,Aura,61.89355,8.35157,HYDAPI
2.153.0,Aura,Aura,61.89265,8.35159,HYDAPI
2.155.0,Sagfoss,Tessa,61.84525,8.96237,HYDAPI
2.156.0,Oterstokfoss,Tessa,61.84838,8.96047,HYDAPI
2.157.0,Tessa bru,Tessa,61.84165,8.95763,HYDAPI
2.159.0,Tessa,Tessa,61.84614,8.96047,HYDAPI
2.16.0,Aura,Aura,61.8931,8.35158,HYDAPI
2.161.0,Faukstad bru,Sjoa,61.7095,9.42211,HYDAPI
2.163.0,Otta v/Åsaren,Otta,61.79205,9.44401,HYDAPI
2.164.0,Bygdin,Vinstra,61.33051,8.74671,HYDAPI
2.165.0,Bygdin ndf.,Vinstra,61.32735,8.8124,HYDAPI
2.167.0,Vinsteren,Vinstra,61.32454,8.83218,HYDAPI
2.168.0,Nedre Bjørnhølen,Vinstra,61.3551,9.07446,HYDAPI
2.172.0,Olstappen,Vinstra,61.50048,9.40466,HYDAPI
2.173.0,Kampfoss,Vinstra,61.51162,9.40063,HYDAPI
2.175.0,Fosse,Vinstra,61.51559,9.42136,HYDAPI
2.20.0,Kittilstad,Otta,61.89695,8.22781,HYDAPI
2.21.0,Visa,Visa,61.74881,8.40385,HYDAPI
2.22.0,Endefoss,Tessa,61.84838,8.96047,HYDAPI
2.220.0,Sjodalsvatn,Sjoa,61.54324,8.93604,HYDAPI
2.223.0,Fredriksvatn,Otta,61.94608,7.9826,HYDAPI
2.232.0,Elveseter,Leira,61.70245,8.28373,HYDAPI
2.236.0,Breiddalsvatn,Otta,62.02462,7.56967,HYDAPI
2.237.0,Rauddalsvatn,Framrusti,61.91058,7.79666,HYDAPI
2.24.0,Kampfoss,Vinstra,61.51117,9.39875,HYDAPI
2.248.0,Bitihorn,Vinstra,61.29479,8.7982,HYDAPI
2.25.0,Lalm,Otta,61.81748,9.27394,HYDAPI
2.252.0,Leirvatn,Leira,61.54786,8.25061,HYDAPI
2.255.0,Kaldfjord-Øyvatn,Vinstra,61.3494,9.26309,HYDAPI
2.257.0,Heimdalsvatn,Hinøgla,61.42601,9.07626,HYDAPI
2.260.0,Øyangen,Hølsa,61.416,9.27426,HYDAPI
2.268.0,Akslen,Bøvri,61.79955,8.44722,HYDAPI
2.275.0,Liavatn,Ostri,61.85415,7.76288,HYDAPI
2.282.0,Aursjøen,Aura,61.93029,8.24476,HYDAPI
2.283.0,Skjåk Kraftverk,Otta,61.8992,8.22775,HYDAPI
2.284.0,Sælatunga,Finna,61.88439,9.06212,HYDAPI
2.289.0,Høydalsvatn,Høya,61.66876,8.1249,HYDAPI
2.290.0,Brustuen,Bøvri,61.7262,8.29597,HYDAPI
2.291.0,Tora,Tora,62.00772,7.86636,HYDAPI
2.292.0,Skjøli,Skjøli,61.86008,8.2854,HYDAPI
2.294.0,Visa,Visa,61.7488,8.40196,HYDAPI
2.295.0,Tundra,Tundra,61.90433,8.04395,HYDAPI
2.297.0,Memurubu,Muru,61.49149,8.621,HYDAPI
2.298.0,Russa,Russa,61.57555,8.92317,HYDAPI
2.299.0,Sulheim,Sula,61.76497,8.40354,HYDAPI
2.300.0,Bøvertjern,Bøvri,61.65668,8.13185,HYDAPI
2.301.0,Runningen,Bøvri,61.72536,8.28699,HYDAPI
2.302.0,Øvre Visa,Visa,61.66184,8.43008,HYDAPI
2.303.0,Dombås,Jora,62.08677,9.10108,HYDAPI
2.304.0,Jora,Jora,62.13483,8.99845,HYDAPI
2.324.0,Storøygardsbrua,Sjoa,61.69408,9.47105,HYDAPI
2.346.0,Lesjaverk (Lesjaskogvatnet),Vorma-Lågen,62.1892,8.53825,HYDAPI
2.348.0,Sel,Selsbekken,61.8415,9.41063,HYDAPI
2.36.0,Øvre Heimdalsvatn,Hinøgla,61.41871,8.89356,HYDAPI
2.378.0,Heimdalsoset,Hinøgla,61.44619,9.10725,HYDAPI
2.382.0,Sognefjellshytta,Hervasselvi,61.56474,7.99606,HYDAPI
2.39.0,Sjoa ndf. Gjende,Sjoa,61.4884,8.81994,HYDAPI
2.399.0,Torsvatn,elv fra Torsvatnet,62.11285,7.84191,HYDAPI
2.415.0,Espedalsvatn,Espa,61.43769,9.49436,HYDAPI
2.416.0,Vågåvatn,Otta,61.85789,8.95621,HYDAPI
2.434.0,Ofossen,Otta,61.88258,8.31304,HYDAPI
2.440.0,Grønvatn,Vulu,62.09944,7.64989,HYDAPI
2.455.0,Elveseter,Leira,61.68888,8.2642,HYDAPI
2.480.0,"Storbreen, Rundhø",Leira,61.574,8.17849,HYDAPI
2.481.0,Jora v/Nysetra,Jora,62.19227,8.91951,HYDAPI
2.50.0,"Vågåmo, Nørdre Grindstugu",Otta,61.87325,9.0922,HYDAPI
2.57.0,Nordre Flybekken,Hinøgla,61.40351,8.89556,HYDAPI
2.58.0,Brurskardbekken 1200 m o.h.,Hinøgla,61.43469,8.83479,HYDAPI
2.59.0,Brurskardbekken ndf. Brurskardtjønna,Hinøgla,61.44624,8.84263,HYDAPI
2.592.0,Fokstua,Folla,62.11198,9.28987,HYDAPI
2.595.0,Faukstad,Sjoa,61.70961,9.42517,HYDAPI
2.606.0,Andfinds bru,Folla,62.17455,9.4305,HYDAPI
2.607.0,Vålåsjø,Folla,62.17481,9.42389,HYDAPI
2.614.0,Rosten,Vorma-Lågen,61.85853,9.4047,HYDAPI
2.630.0,Kaldfjord-Øyvatn ndf.,Vinstra,61.35056,9.28374,HYDAPI
2.658.0,Lågen ndf. Lora,Vorma-Lågen,62.12317,8.7215,HYDAPI
2.660.0,Hinøgla ndf. Øvre Heimdalsvatnet,Hinøgla,61.41791,8.89544,HYDAPI
2.662.0,Sjoa ovf. Rinda,Sjoa,61.72665,9.17301,HYDAPI
2.663.0,Rinda,Rinda,61.72744,9.17249,HYDAPI
2.664.0,Flybekken,Leirungsåi,61.40238,8.80384,HYDAPI
2.665.0,Vågåvatnet utløp,Otta,61.86631,9.09731,HYDAPI
2.666.0,Otta ovf. Skim v/Marlo bru,Otta,61.87891,8.3894,HYDAPI
2.667.0,Skjåk kraftstasjon,Otta,61.90301,8.18864,HYDAPI
2.668.0,Nedre Tesse kraftstasjon,Tessa,61.84704,8.96142,HYDAPI
2.669.0,Tora v/Billingen,Tora,62.00957,7.86697,HYDAPI
2.670.0,Ostri ovf. Otta,Ostri,61.91347,8.05242,HYDAPI
2.671.0,Skjøli ovf. Otta,Skjøli,61.87086,8.30132,HYDAPI
2.672.0,Bøvri ovf. Leira,Bøvri,61.71544,8.31322,HYDAPI
2.673.0,Leira v/Odden,Leira,61.71384,8.3157,HYDAPI
2.674.0,Otta v/Eidefoss kraftstasjon,Otta,61.80407,9.30531,HYDAPI
2.675.0,Otta v/Nesset bru,Otta,61.87277,9.18462,HYDAPI
2.676.0,Otta ndf. Skjåk kraftstasjon,Otta,61.90222,8.19119,HYDAPI
2.677.0,Bøvre ovf. Otta,Bøvri,61.83521,8.56266,HYDAPI
2.679.0,"Vågåvatnet v/Lia bru, sør",Otta,61.85978,8.69256,HYDAPI
2.680.0,"Vågåvatnet v/Lia bru, nord",Otta,61.86196,8.69158,HYDAPI
2.681.0,Otta ovf. Tora,Otta,62.00748,7.84963,HYDAPI
2.682.0,Otta ovf. utløp Øyberget kraftstasjon,Otta,61.91515,8.09795,HYDAPI
2.683.0,Otta v/Pollfoss,Otta,61.95889,7.89732,HYDAPI
2.684.0,Framrusti,Framrusti,61.91092,7.79719,HYDAPI
2.685.0,Otta ndf. Vågåvatnet,Otta,61.86661,9.10438,HYDAPI
2.718.1,Dombås rør 1,Kvernåi,62.07967,9.03212,HYDAPI
2.718.2,Dombås rør 2,Kvernåi,62.07959,9.03141,HYDAPI
2.719.1,Øyangen rør 1,Hølsa,61.43908,9.21971,HYDAPI
2.719.2,Øyangen rør 2,Vinstra,61.39167,9.18579,HYDAPI
2.720.0,Vm Espedalsvann,Espa,61.43545,9.49376,HYDAPI
2.721.1,Lykjestøylane rør 1,Vinstra,61.33834,8.83801,HYDAPI
2.722.1,Finnbølseter rør 1,Hinøgla,61.46359,9.32059,HYDAPI
2.722.2,Olstappen,Vinstra,61.51477,9.39597,HYDAPI
2.726.5,Lufttemp Flåten,Otta,61.78474,9.41783,HYDAPI
2.73.0,Leirungsåi 1080 m o.h.,Leirungsåi,61.46479,8.77429,HYDAPI
2.74.0,Leirungsåi 1270 m o.h.,Leirungsåi,61.42501,8.71981,HYDAPI
2.77.0,Brurskardbekken 1100 m o.h.,Hinøgla,61.43081,8.83343,HYDAPI
2.772.4,Lufttemp. Løland,Selsbekken,61.83701,9.44969,HYDAPI
2.779.1,Elvestad rør 1,Otta,61.84868,9.21029,HYDAPI
2.779.2,Lufttemp. Lalm,Otta,61.84824,9.2077,HYDAPI
2.782.0,Vm Sørem,Otta,61.87255,9.14895,HYDAPI
2.782.4,Lufttemp. Sørem,Otta,61.87614,9.14868,HYDAPI
2.783.0,Vm 414 Vågåmo,Otta,61.86901,9.09161,HYDAPI
2.784.3,Lufttemp. Grasdalen,Otta,61.86736,8.79125,HYDAPI
2.785.0,Vm Garmo,Vulu,61.84826,8.81038,HYDAPI
2.785.12,Lufttemp. Garmo,Otta,61.85141,8.81378,HYDAPI
2.786.7,Lufttemp. Lom/Blakar,Otta,61.846,8.59431,HYDAPI
2.787.0,Vm,Visa,61.7506,8.39814,HYDAPI
2.787.10,Vm Galdebrua,Bøvri,61.71971,8.34274,HYDAPI
2.787.5,Vm Horftabrua,Visa,61.7488,8.40196,HYDAPI
2.788.0,Vm Slålibrua,Bøvri,61.71508,8.31408,HYDAPI
2.788.4,Rusten rør 1,Bøvri,61.71495,8.30482,HYDAPI
2.788.7,Vm 3 Kv.Dalsvoll,Bøvri,61.72198,8.2426,HYDAPI
2.79.0,Tessevatn,Tessa,61.80484,8.94811,HYDAPI
2.790.6,Breistulen rør 1b,Otta,61.87504,8.87087,HYDAPI
2.791.0,Vm Sterringi,Finna,61.93147,8.7751,HYDAPI
2.793.0,Vm Leirbrua,Leira,61.71275,8.31376,HYDAPI
2.793.10,Vm Storlibrua,Leira,61.68143,8.23207,HYDAPI
2.793.6,Vm Stulabrua,Leira,61.68988,8.26682,HYDAPI
2.802.2,Lufttemp. Sperstad,Otta,61.87935,8.36231,HYDAPI
2.806.1,Listøylane rør,Vinstra,61.34681,8.99615,HYDAPI
2.806.2,Buhøflogane rør,Hølsa,61.3943,9.15341,HYDAPI
2.81.0,Tessevatn ndf.,Tessa,61.81517,8.94153,HYDAPI
2.810.3,Lufttemp. Skjåk PRG.,Otta,61.87703,8.37482,HYDAPI
2.811.0,VM   ?,Otta,61.87445,8.30064,HYDAPI
2.811.1,LUFTTEMP SKJÅ0K,Otta,61.87838,8.3614,HYDAPI
2.812.0,VM   ?,Otta,61.88668,8.23758,HYDAPI
2.812.10,Vm B. Søre Åmodt,Ostri,61.91368,8.07317,HYDAPI
2.812.5,Vm B. Bokkeodden,Otta,61.89555,8.21833,HYDAPI
2.812.6,Skjåk rør 2,Otta,61.89925,8.19238,HYDAPI
2.812.7,Skjåk rør 1,Otta,61.89817,8.1924,HYDAPI
2.813.0,VM   ?,Ostri,61.9087,8.02763,HYDAPI
2.813.3,"Tundrali, Skjåk rør",Otta,61.90842,8.06552,HYDAPI
2.813.4,Vm R. Lund,Ostri,61.90871,8.02763,HYDAPI
2.9.0,Vålåsjø,Folla,62.17501,9.42858,HYDAPI
2.94.0,Marstein,Bøvri,61.82153,8.52393,HYDAPI
2.98.0,Olstappen,Vinstra,61.51252,9.39688,HYDAPI
2.980.0,Vinstri ndf. Katla,Vinstra,61.5222,9.43517,HYDAPI
2.995.0,Måråe ovf. elv fra Breidalsvatnet,Måråi,62.00215,7.6376,HYDAPI
2.996.0,Otta ovf. Grotlivatnet,Otta,62.00568,7.64611,HYDAPI
2.997.0,Otta v/Stuttgongen,Otta,62.00726,7.74576,HYDAPI
20.10.0,Eptevatn,Vatndalselva,58.67219,8.05166,HYDAPI
20.1021.0,Ljosevatn ndf.,Engelsåna,58.54098,8.17491,HYDAPI
20.1022.0,Eptevatn ndf.,Uldalsåna,58.58142,8.22185,HYDAPI
20.11.0,Tveitdalen,Tovdalsvassdraget,58.38541,8.24237,HYDAPI
20.12.0,Tveitvatn,Tovdalsvassdraget,58.79405,8.20525,HYDAPI
20.2.0,Austenå,Tovdalsvassdraget,58.83963,8.10052,HYDAPI
20.21.0,Uldalsåna ovf. Herefossfjorden,Uldalsåna,58.5303,8.3314,HYDAPI
20.22.0,Høvringen,Flatelandsåna,58.63741,7.96678,HYDAPI
20.23.0,Hanefoss,Uldalsåna,58.53584,8.33562,HYDAPI
20.24.0,Ljosevatn,Engelsåna,58.53956,8.16374,HYDAPI
20.25.0,Koldstrømmen,Uldalsåna,58.60358,8.19601,HYDAPI
20.26.0,Skreros,Skrerosåna,58.46657,8.12094,HYDAPI
20.27.0,Tovdalselva ndf. Tveitvatnet,Tovdalsvassdraget,58.79004,8.20967,HYDAPI
20.28.0,Tovdalselva ndf. Gauslåfjorden,Tovdalsvassdraget,58.53739,8.35107,HYDAPI
20.29.0,Tovdalselva ovf. Flaksvatnet,Tovdalsvassdraget,58.34397,8.23156,HYDAPI
20.3.0,Flakksvann,Tovdalsvassdraget,58.33046,8.20306,HYDAPI
20.30.0,Tovdalselva ovf. Herefossfjorden,Tovdalsvassdraget,58.53077,8.34173,HYDAPI
