feature,importance
lag_1,88.81230002091915
roll_mean_24,4.4996939269703935
lag_24,2.4682942489124557
lag_168,1.2628850915184548
roll_std_24,1.1276741605323113
hour,0.9013045976686901
month,0.5354569857388161
weekday,0.2570651625974491
is_weekend,0.11673245866239937
temperature,0.010343112316191878
precipitation,0.008250234163528583
